human_ensembl,species,species_gene_id,source
ENSG00000122694,Arabidopsis thaliana,AT4G33730,orthodb
ENSG00000172524.12;ENSG00000204614.9;ENSG00000224496.7;ENSG00000227458.8;ENSG00000228001.8;ENSG00000233931.7;ENSG00000236399.7;ENSG00000237046,Arabidopsis thaliana,AT4G33940,orthodb
ENSG00000131844.17;ENSG00000275300.4;ENSG00000281742,Arabidopsis thaliana,AT4G34030,orthodb
ENSG00000165644,Arabidopsis thaliana,AT4G34050,orthodb
ENSG00000145495,Arabidopsis thaliana,AT4G34100,orthodb
ENSG00000090621,Arabidopsis thaliana,AT4G34110,orthodb
ENSG00000092621,Arabidopsis thaliana,AT4G34200,orthodb
ENSG00000171724,Arabidopsis thaliana,AT4G34230,orthodb
ENSG00000144034,Arabidopsis thaliana,AT4G34412,orthodb
ENSG00000158623,Arabidopsis thaliana,AT4G34450,orthodb
ENSG00000131236,Arabidopsis thaliana,AT4G34490,orthodb
ENSG00000118181.11;ENSG00000280831;ENSG00000280831,Arabidopsis thaliana,AT4G34555,orthodb
ENSG00000079459,Arabidopsis thaliana,AT4G34640,orthodb
ENSG00000049167;ENSG00000049167,Arabidopsis thaliana,AT4G35050,orthodb
ENSG00000121691,Arabidopsis thaliana,AT4G35090,orthodb
ENSG00000101365,Arabidopsis thaliana,AT4G35260,orthodb
ENSG00000174547,Arabidopsis thaliana,AT4G35490,orthodb
ENSG00000096063,Arabidopsis thaliana,AT4G35500,orthodb
ENSG00000075651,Arabidopsis thaliana,AT4G35790,orthodb
ENSG00000148606,Arabidopsis thaliana,AT4G35800,orthodb
ENSG00000122729,Arabidopsis thaliana,AT4G35830,orthodb
ENSG00000169213,Arabidopsis thaliana,AT4G35860,orthodb
ENSG00000145337,Arabidopsis thaliana,AT4G35905,orthodb
ENSG00000161016,Arabidopsis thaliana,AT4G36130,orthodb
ENSG00000145996,Arabidopsis thaliana,AT4G36390,orthodb
ENSG00000100596,Arabidopsis thaliana,AT4G36480,orthodb
ENSG00000135966,Arabidopsis thaliana,AT4G36630,orthodb
ENSG00000152332,Arabidopsis thaliana,AT4G36690,orthodb
ENSG00000168476,Arabidopsis thaliana,AT4G36720,orthodb
ENSG00000108039,Arabidopsis thaliana,AT4G36760,orthodb
ENSG00000164609,Arabidopsis thaliana,AT4G37120,orthodb
ENSG00000125459,Arabidopsis thaliana,AT4G37190,orthodb
ENSG00000243989,Arabidopsis thaliana,AT4G38220,orthodb
ENSG00000164168,Arabidopsis thaliana,AT4G38360,orthodb
ENSG00000153391,Arabidopsis thaliana,AT4G38495,orthodb
ENSG00000103502,Arabidopsis thaliana,AT4G38570,orthodb
ENSG00000159352,Arabidopsis thaliana,AT4G38630,orthodb
ENSG00000172346,Arabidopsis thaliana,AT4G38680,orthodb
ENSG00000070010,Arabidopsis thaliana,AT4G38930,orthodb
ENSG00000126749,Arabidopsis thaliana,AT4G39170,orthodb
ENSG00000118181.11;ENSG00000280831;ENSG00000280831,Arabidopsis thaliana,AT4G39200,orthodb
ENSG00000157916,Arabidopsis thaliana,AT4G39220,orthodb
ENSG00000132819,Arabidopsis thaliana,AT4G39260,orthodb
ENSG00000179115,Arabidopsis thaliana,AT4G39280,orthodb
ENSG00000171724,Arabidopsis thaliana,AT4G39330,orthodb
ENSG00000106080,Arabidopsis thaliana,AT4G39710,orthodb
ENSG00000105655,Arabidopsis thaliana,AT4G39800,orthodb
ENSG00000109189,Arabidopsis thaliana,AT4G39910,orthodb
ENSG00000198682,Arabidopsis thaliana,AT4G39940,orthodb
ENSG00000069345,Arabidopsis thaliana,AT5G01390,orthodb
ENSG00000181867,Arabidopsis thaliana,AT5G01600,orthodb
ENSG00000135119,Arabidopsis thaliana,AT5G01960,orthodb
ENSG00000196655.12;ENSG00000280495,Arabidopsis thaliana,AT5G02280,orthodb
ENSG00000136942,Arabidopsis thaliana,AT5G02610,orthodb
ENSG00000186468,Arabidopsis thaliana,AT5G02960,orthodb
ENSG00000205981,Arabidopsis thaliana,AT5G03030,orthodb
ENSG00000168259;ENSG00000168259,Arabidopsis thaliana,AT5G03160,orthodb
ENSG00000135077,Arabidopsis thaliana,AT5G03500,orthodb
ENSG00000169213,Arabidopsis thaliana,AT5G03530,orthodb
ENSG00000114480,Arabidopsis thaliana,AT5G03650,orthodb
ENSG00000165898,Arabidopsis thaliana,AT5G03905,orthodb
ENSG00000164708,Arabidopsis thaliana,AT5G04120,orthodb
ENSG00000158220,Arabidopsis thaliana,AT5G04220,orthodb
ENSG00000023041,Arabidopsis thaliana,AT5G04270,orthodb
ENSG00000139910,Arabidopsis thaliana,AT5G04430,orthodb
ENSG00000140992,Arabidopsis thaliana,AT5G04510,orthodb
ENSG00000155438,Arabidopsis thaliana,AT5G04600,orthodb
ENSG00000100116,Arabidopsis thaliana,AT5G04620,orthodb
ENSG00000123992,Arabidopsis thaliana,AT5G04710,orthodb
ENSG00000182774.13;ENSG00000278229,Arabidopsis thaliana,AT5G04800,orthodb
ENSG00000086065,Arabidopsis thaliana,AT5G04850,orthodb
ENSG00000136100,Arabidopsis thaliana,AT5G04920,orthodb
ENSG00000108106,Arabidopsis thaliana,AT5G05080,orthodb
ENSG00000112062,Arabidopsis thaliana,AT5G05450,orthodb
ENSG00000167280;ENSG00000167280,Arabidopsis thaliana,AT5G05460,orthodb
ENSG00000134001,Arabidopsis thaliana,AT5G05470,orthodb
ENSG00000153107,Arabidopsis thaliana,AT5G05560,orthodb
ENSG00000145087,Arabidopsis thaliana,AT5G05570,orthodb
ENSG00000131462,Arabidopsis thaliana,AT5G05620,orthodb
ENSG00000107669,Arabidopsis thaliana,AT5G05700,orthodb
ENSG00000128590,Arabidopsis thaliana,AT5G05750,orthodb
ENSG00000175390,Arabidopsis thaliana,AT5G05780,orthodb
ENSG00000100036,Arabidopsis thaliana,AT5G05820,orthodb
ENSG00000138867,Arabidopsis thaliana,AT5G05930,orthodb
ENSG00000204764,Arabidopsis thaliana,AT5G06120,orthodb
ENSG00000148158,Arabidopsis thaliana,AT5G06140,orthodb
ENSG00000153944,Arabidopsis thaliana,AT5G06210,orthodb
ENSG00000164346,Arabidopsis thaliana,AT5G06360,orthodb
ENSG00000139797,Arabidopsis thaliana,AT5G06420,orthodb
ENSG00000182179,Arabidopsis thaliana,AT5G06460,orthodb
ENSG00000018510,Arabidopsis thaliana,AT5G06580,orthodb
ENSG00000126216.15;ENSG00000282003,Arabidopsis thaliana,AT5G06680,orthodb
ENSG00000152518,Arabidopsis thaliana,AT5G06770,orthodb
ENSG00000213551,Arabidopsis thaliana,AT5G06910,orthodb
ENSG00000148672,Arabidopsis thaliana,AT5G07440,orthodb
ENSG00000116213,Arabidopsis thaliana,AT5G07590,orthodb
ENSG00000180979,Arabidopsis thaliana,AT5G07910,orthodb
ENSG00000274588,Arabidopsis thaliana,AT5G07920,orthodb
ENSG00000132383,Arabidopsis thaliana,AT5G08020,orthodb
ENSG00000100138,Arabidopsis thaliana,AT5G08180,orthodb
ENSG00000117505,Arabidopsis thaliana,AT5G08190,orthodb
ENSG00000256269,Arabidopsis thaliana,AT5G08280,orthodb
ENSG00000140830,Arabidopsis thaliana,AT5G08290,orthodb
ENSG00000163541,Arabidopsis thaliana,AT5G08300,orthodb
ENSG00000129518,Arabidopsis thaliana,AT5G08320,orthodb
ENSG00000105835;ENSG00000105835,Arabidopsis thaliana,AT5G08335,orthodb
ENSG00000198951,Arabidopsis thaliana,AT5G08380,orthodb
ENSG00000140854,Arabidopsis thaliana,AT5G08390,orthodb
ENSG00000111615,Arabidopsis thaliana,AT5G08420,orthodb
ENSG00000167792,Arabidopsis thaliana,AT5G08530,orthodb
ENSG00000151806,Arabidopsis thaliana,AT5G08650,orthodb
ENSG00000110955,Arabidopsis thaliana,AT5G08690,orthodb
ENSG00000113387,Arabidopsis thaliana,AT5G09240,orthodb
ENSG00000113387,Arabidopsis thaliana,AT5G09250,orthodb
ENSG00000164695,Arabidopsis thaliana,AT5G09260,orthodb
ENSG00000154710,Arabidopsis thaliana,AT5G09320,orthodb
ENSG00000153561,Arabidopsis thaliana,AT5G09630,orthodb
ENSG00000180817,Arabidopsis thaliana,AT5G09650,orthodb
ENSG00000103510,Arabidopsis thaliana,AT5G09740,orthodb
ENSG00000211455,Arabidopsis thaliana,AT5G09890,orthodb
ENSG00000144231,Arabidopsis thaliana,AT5G09920,orthodb
ENSG00000108786,Arabidopsis thaliana,AT5G10050,orthodb
ENSG00000141425,Arabidopsis thaliana,AT5G10060,orthodb
ENSG00000007520,Arabidopsis thaliana,AT5G10070,orthodb
ENSG00000113312,Arabidopsis thaliana,AT5G10200,orthodb
ENSG00000175582,Arabidopsis thaliana,AT5G10260,orthodb
ENSG00000137154,Arabidopsis thaliana,AT5G10360,orthodb
ENSG00000175793,Arabidopsis thaliana,AT5G10450,orthodb
ENSG00000184924,Arabidopsis thaliana,AT5G10700,orthodb
ENSG00000128463,Arabidopsis thaliana,AT5G10780,orthodb
ENSG00000100632,Arabidopsis thaliana,AT5G10810,orthodb
ENSG00000143164,Arabidopsis thaliana,AT5G10940,orthodb
ENSG00000198931,Arabidopsis thaliana,AT5G11160,orthodb
ENSG00000163607,Arabidopsis thaliana,AT5G11480,orthodb
ENSG00000147419,Arabidopsis thaliana,AT5G11500,orthodb
ENSG00000127463,Arabidopsis thaliana,AT5G11560,orthodb
ENSG00000213593,Arabidopsis thaliana,AT5G11640,orthodb
ENSG00000171298,Arabidopsis thaliana,AT5G11720,orthodb
ENSG00000115286,Arabidopsis thaliana,AT5G11770,orthodb
ENSG00000137770,Arabidopsis thaliana,AT5G11860,orthodb
ENSG00000139726,Arabidopsis thaliana,AT5G11900,orthodb
ENSG00000213380;ENSG00000213380,Arabidopsis thaliana,AT5G11980,orthodb
ENSG00000115128,Arabidopsis thaliana,AT5G12190,orthodb
ENSG00000137955,Arabidopsis thaliana,AT5G12210,orthodb
ENSG00000066654,Arabidopsis thaliana,AT5G12410,orthodb
ENSG00000144580,Arabidopsis thaliana,AT5G12980,orthodb
ENSG00000073169,Arabidopsis thaliana,AT5G13030,orthodb
ENSG00000166016,Arabidopsis thaliana,AT5G13060,orthodb
ENSG00000169230,Arabidopsis thaliana,AT5G13070,orthodb
ENSG00000179632,Arabidopsis thaliana,AT5G13240,orthodb
ENSG00000136709,Arabidopsis thaliana,AT5G13480,orthodb
ENSG00000125454,Arabidopsis thaliana,AT5G13490,orthodb
ENSG00000147606,Arabidopsis thaliana,AT5G13550,orthodb
ENSG00000172795,Arabidopsis thaliana,AT5G13570,orthodb
ENSG00000165097,Arabidopsis thaliana,AT5G13700,orthodb
ENSG00000156269,Arabidopsis thaliana,AT5G13780,orthodb
ENSG00000253506,Arabidopsis thaliana,AT5G13850,orthodb
ENSG00000074319,Arabidopsis thaliana,AT5G13860,orthodb
ENSG00000104774,Arabidopsis thaliana,AT5G13980,orthodb
ENSG00000075415,Arabidopsis thaliana,AT5G14040,orthodb
ENSG00000144040,Arabidopsis thaliana,AT5G14200,orthodb
ENSG00000115539,Arabidopsis thaliana,AT5G14240,orthodb
ENSG00000141030,Arabidopsis thaliana,AT5G14250,orthodb
ENSG00000144659,Arabidopsis thaliana,AT5G14470,orthodb
ENSG00000100029,Arabidopsis thaliana,AT5G14520,orthodb
ENSG00000138035,Arabidopsis thaliana,AT5G14580,orthodb
ENSG00000166166,Arabidopsis thaliana,AT5G14600,orthodb
ENSG00000144827,Arabidopsis thaliana,AT5G14980,orthodb
ENSG00000170889.14;ENSG00000274005.3;ENSG00000274626.3;ENSG00000274646.4;ENSG00000274950.4;ENSG00000275323.3;ENSG00000277079.3;ENSG00000277359.3;ENSG00000278081.3;ENSG00000278270,Arabidopsis thaliana,AT5G15200,orthodb
ENSG00000016864,Arabidopsis thaliana,AT5G15470,orthodb
ENSG00000109814,Arabidopsis thaliana,AT5G15490,orthodb
ENSG00000105372,Arabidopsis thaliana,AT5G15520,orthodb
ENSG00000138442,Arabidopsis thaliana,AT5G15550,orthodb
ENSG00000177971,Arabidopsis thaliana,AT5G15750,orthodb
ENSG00000100522,Arabidopsis thaliana,AT5G15770,orthodb
ENSG00000214946,Arabidopsis thaliana,AT5G15930,orthodb
ENSG00000156313,Arabidopsis thaliana,AT5G16040,orthodb
ENSG00000175793,Arabidopsis thaliana,AT5G16050,orthodb
ENSG00000171863,Arabidopsis thaliana,AT5G16130,orthodb
ENSG00000135821,Arabidopsis thaliana,AT5G16570,orthodb
ENSG00000154767,Arabidopsis thaliana,AT5G16630,orthodb
ENSG00000135336,Arabidopsis thaliana,AT5G16690,orthodb
ENSG00000148834,Arabidopsis thaliana,AT5G16710,orthodb
ENSG00000100605.17;ENSG00000274958,Arabidopsis thaliana,AT5G16760,orthodb
ENSG00000141378,Arabidopsis thaliana,AT5G16870,orthodb
ENSG00000197785,Arabidopsis thaliana,AT5G16930,orthodb
ENSG00000082898,Arabidopsis thaliana,AT5G17020,orthodb
ENSG00000139197.11;ENSG00000288217,Arabidopsis thaliana,AT5G17380,orthodb
ENSG00000130640,Arabidopsis thaliana,AT5G17410,orthodb
ENSG00000162735,Arabidopsis thaliana,AT5G17550,orthodb
ENSG00000089060,Arabidopsis thaliana,AT5G17850,orthodb
ENSG00000142168,Arabidopsis thaliana,AT5G18100,orthodb
ENSG00000148672,Arabidopsis thaliana,AT5G18170,orthodb
ENSG00000088038.20;ENSG00000273943.4;ENSG00000274176.4;ENSG00000274616.4;ENSG00000274941.4;ENSG00000275979.4;ENSG00000276082.4;ENSG00000277114.4;ENSG00000277600.4;ENSG00000277615,Arabidopsis thaliana,AT5G18230,orthodb
ENSG00000105193,Arabidopsis thaliana,AT5G18380,orthodb
ENSG00000005194,Arabidopsis thaliana,AT5G18400,orthodb
ENSG00000163754,Arabidopsis thaliana,AT5G18480,orthodb
ENSG00000148358,Arabidopsis thaliana,AT5G18520,orthodb
ENSG00000160201,Arabidopsis thaliana,AT5G18550,orthodb
ENSG00000163743,Arabidopsis thaliana,AT5G18650,orthodb
ENSG00000078246,Arabidopsis thaliana,AT5G18680,orthodb
ENSG00000119421,Arabidopsis thaliana,AT5G18800,orthodb
ENSG00000123505,Arabidopsis thaliana,AT5G18930,orthodb
ENSG00000102858,Arabidopsis thaliana,AT5G19080,orthodb
ENSG00000144827,Arabidopsis thaliana,AT5G19290,orthodb
ENSG00000025800,Arabidopsis thaliana,AT5G19330,orthodb
ENSG00000180098,Arabidopsis thaliana,AT5G19350,orthodb
ENSG00000104529;ENSG00000104529.19;ENSG00000273594,Arabidopsis thaliana,AT5G19510,orthodb
ENSG00000160055,Arabidopsis thaliana,AT5G19570,orthodb
ENSG00000115685,Arabidopsis thaliana,AT5G19680,orthodb
ENSG00000120329,Arabidopsis thaliana,AT5G19760,orthodb
ENSG00000196497.17;ENSG00000285248,Arabidopsis thaliana,AT5G19820,orthodb
ENSG00000139291,Arabidopsis thaliana,AT5G19930,orthodb
ENSG00000100519,Arabidopsis thaliana,AT5G19990,orthodb
ENSG00000100519,Arabidopsis thaliana,AT5G20000,orthodb
ENSG00000132341,Arabidopsis thaliana,AT5G20020,orthodb
ENSG00000043514,Arabidopsis thaliana,AT5G20040,orthodb
ENSG00000143158,Arabidopsis thaliana,AT5G20090,orthodb
ENSG00000264364,Arabidopsis thaliana,AT5G20110,orthodb
ENSG00000100138,Arabidopsis thaliana,AT5G20160,orthodb
ENSG00000174695,Arabidopsis thaliana,AT5G20165,orthodb
ENSG00000171421,Arabidopsis thaliana,AT5G20180,orthodb
ENSG00000142937,Arabidopsis thaliana,AT5G20290,orthodb
ENSG00000136247,Arabidopsis thaliana,AT5G20350,orthodb
ENSG00000196550,Arabidopsis thaliana,AT5G20620,orthodb
ENSG00000051180,Arabidopsis thaliana,AT5G20850,orthodb
ENSG00000166226,Arabidopsis thaliana,AT5G20890,orthodb
ENSG00000146872,Arabidopsis thaliana,AT5G20930,orthodb
ENSG00000120158,Arabidopsis thaliana,AT5G22100,orthodb
ENSG00000183207,Arabidopsis thaliana,AT5G22330,orthodb
ENSG00000124608,Arabidopsis thaliana,AT5G22800,orthodb
ENSG00000250565,Arabidopsis thaliana,AT5G22830,orthodb
ENSG00000115561,Arabidopsis thaliana,AT5G22950,orthodb
ENSG00000167900,Arabidopsis thaliana,AT5G23070,orthodb
ENSG00000117505,Arabidopsis thaliana,AT5G23090,orthodb
ENSG00000125656,Arabidopsis thaliana,AT5G23140,orthodb
ENSG00000163541,Arabidopsis thaliana,AT5G23250,orthodb
ENSG00000123349,Arabidopsis thaliana,AT5G23290,orthodb
ENSG00000291237,Arabidopsis thaliana,AT5G23310,orthodb
ENSG00000105835;ENSG00000105835,Arabidopsis thaliana,AT5G23320,orthodb
ENSG00000213064,Arabidopsis thaliana,AT5G23550,orthodb
ENSG00000049656.14;ENSG00000274811,Arabidopsis thaliana,AT5G23575,orthodb
ENSG00000132664,Arabidopsis thaliana,AT5G23710,orthodb
ENSG00000142534,Arabidopsis thaliana,AT5G23740,orthodb
ENSG00000213064,Arabidopsis thaliana,AT5G24170,orthodb
ENSG00000187446,Arabidopsis thaliana,AT5G24270,orthodb
ENSG00000081177,Arabidopsis thaliana,AT5G24340,orthodb
ENSG00000137818,Arabidopsis thaliana,AT5G24510,orthodb
ENSG00000164091,Arabidopsis thaliana,AT5G24520,orthodb
ENSG00000077147,Arabidopsis thaliana,AT5G25100,orthodb
ENSG00000135801,Arabidopsis thaliana,AT5G25150,orthodb
ENSG00000156467,Arabidopsis thaliana,AT5G25450,orthodb
ENSG00000128965,Arabidopsis thaliana,AT5G26220,orthodb
ENSG00000163468,Arabidopsis thaliana,AT5G26360,orthodb
ENSG00000162368,Arabidopsis thaliana,AT5G26667,orthodb
ENSG00000168496,Arabidopsis thaliana,AT5G26680,orthodb
ENSG00000164855,Arabidopsis thaliana,AT5G26740,orthodb
ENSG00000163870,Arabidopsis thaliana,AT5G27210,orthodb
ENSG00000110921,Arabidopsis thaliana,AT5G27450,orthodb
ENSG00000031698,Arabidopsis thaliana,AT5G27470,orthodb
ENSG00000140859,Arabidopsis thaliana,AT5G27550,orthodb
ENSG00000106263,Arabidopsis thaliana,AT5G27640,orthodb
ENSG00000170801,Arabidopsis thaliana,AT5G27660,orthodb
ENSG00000171858,Arabidopsis thaliana,AT5G27700,orthodb
ENSG00000130520,Arabidopsis thaliana,AT5G27720,orthodb
ENSG00000163584,Arabidopsis thaliana,AT5G27770,orthodb
ENSG00000158526,Arabidopsis thaliana,AT5G27990,orthodb
ENSG00000153774,Arabidopsis thaliana,AT5G30490,orthodb
ENSG00000067334,Arabidopsis thaliana,AT5G30495,orthodb
ENSG00000077147,Arabidopsis thaliana,AT5G35160,orthodb
ENSG00000149273,Arabidopsis thaliana,AT5G35530,orthodb
ENSG00000100902,Arabidopsis thaliana,AT5G35590,orthodb
ENSG00000135821,Arabidopsis thaliana,AT5G35630,orthodb
ENSG00000173674,Arabidopsis thaliana,AT5G35680,orthodb
ENSG00000120756,Arabidopsis thaliana,AT5G35700,orthodb
ENSG00000100664,Arabidopsis thaliana,AT5G36230,orthodb
ENSG00000154930,Arabidopsis thaliana,AT5G36880,orthodb
ENSG00000125449,Arabidopsis thaliana,AT5G37290,orthodb
ENSG00000134186,Arabidopsis thaliana,AT5G37370,orthodb
ENSG00000135821,Arabidopsis thaliana,AT5G37600,orthodb
ENSG00000143862,Arabidopsis thaliana,AT5G37680,orthodb
ENSG00000160209,Arabidopsis thaliana,AT5G37850,orthodb
ENSG00000111875,Arabidopsis thaliana,AT5G38110,orthodb
ENSG00000107362,Arabidopsis thaliana,AT5G38220,orthodb
ENSG00000115211,Arabidopsis thaliana,AT5G38640,orthodb
ENSG00000110619.18;ENSG00000278191,Arabidopsis thaliana,AT5G38830,orthodb
ENSG00000169398,Arabidopsis thaliana,AT5G38990,orthodb
ENSG00000109814,Arabidopsis thaliana,AT5G39320,orthodb
ENSG00000122406,Arabidopsis thaliana,AT5G39740,orthodb
ENSG00000182154,Arabidopsis thaliana,AT5G39800,orthodb
ENSG00000170801,Arabidopsis thaliana,AT5G39830,orthodb
ENSG00000181915,Arabidopsis thaliana,AT5G39890,orthodb
ENSG00000151806,Arabidopsis thaliana,AT5G39900,orthodb
ENSG00000148677,Arabidopsis thaliana,AT5G40160,orthodb
ENSG00000132275,Arabidopsis thaliana,AT5G40530,orthodb
ENSG00000205220,Arabidopsis thaliana,AT5G40580,orthodb
ENSG00000117118,Arabidopsis thaliana,AT5G40650,orthodb
ENSG00000040531,Arabidopsis thaliana,AT5G40670,orthodb
ENSG00000179091,Arabidopsis thaliana,AT5G40810,orthodb
ENSG00000094841,Arabidopsis thaliana,AT5G40870,orthodb
ENSG00000147669,Arabidopsis thaliana,AT5G41010,orthodb
ENSG00000125772,Arabidopsis thaliana,AT5G41080,orthodb
ENSG00000163161,Arabidopsis thaliana,AT5G41370,orthodb
ENSG00000124614,Arabidopsis thaliana,AT5G41520,orthodb
ENSG00000164414,Arabidopsis thaliana,AT5G41760,orthodb
ENSG00000151287,Arabidopsis thaliana,AT5G41850,orthodb
ENSG00000123353,Arabidopsis thaliana,AT5G42000,orthodb
ENSG00000134186,Arabidopsis thaliana,AT5G42300,orthodb
ENSG00000175782,Arabidopsis thaliana,AT5G42420,orthodb
ENSG00000088930,Arabidopsis thaliana,AT5G42540,orthodb
ENSG00000185621,Arabidopsis thaliana,AT5G42620,orthodb
ENSG00000105220.17;ENSG00000282019,Arabidopsis thaliana,AT5G42740,orthodb
ENSG00000106588.12;ENSG00000256646;ENSG00000256646,Arabidopsis thaliana,AT5G42790,orthodb
ENSG00000160201,Arabidopsis thaliana,AT5G42820,orthodb
ENSG00000138663,Arabidopsis thaliana,AT5G42970,orthodb
ENSG00000104343,Arabidopsis thaliana,AT5G42990,orthodb
ENSG00000100519,Arabidopsis thaliana,AT5G43010,orthodb
ENSG00000104823.9;ENSG00000282853,Arabidopsis thaliana,AT5G43280,orthodb
ENSG00000138030,Arabidopsis thaliana,AT5G43910,orthodb
ENSG00000100353,Arabidopsis thaliana,AT5G44320,orthodb
ENSG00000130724;ENSG00000130724,Arabidopsis thaliana,AT5G44560,orthodb
ENSG00000119431,Arabidopsis thaliana,AT5G44730,orthodb
ENSG00000170734,Arabidopsis thaliana,AT5G44740,orthodb
ENSG00000169213,Arabidopsis thaliana,AT5G45130,orthodb
ENSG00000047315,Arabidopsis thaliana,AT5G45140,orthodb
ENSG00000142961;ENSG00000142961,Arabidopsis thaliana,AT5G45550,orthodb
ENSG00000127337,Arabidopsis thaliana,AT5G45600,orthodb
ENSG00000168246,Arabidopsis thaliana,AT5G45740,orthodb
ENSG00000106244,Arabidopsis thaliana,AT5G46020,orthodb
ENSG00000130165.10;ENSG00000130165,Arabidopsis thaliana,AT5G46030,orthodb
ENSG00000110446,Arabidopsis thaliana,AT5G46050,orthodb
ENSG00000182107,Arabidopsis thaliana,AT5G46150,orthodb
ENSG00000036257,Arabidopsis thaliana,AT5G46210,orthodb
ENSG00000151093,Arabidopsis thaliana,AT5G46290,orthodb
ENSG00000164626,Arabidopsis thaliana,AT5G46360,orthodb
ENSG00000164626,Arabidopsis thaliana,AT5G46370,orthodb
ENSG00000144713,Arabidopsis thaliana,AT5G46430,orthodb
ENSG00000221838,Arabidopsis thaliana,AT5G46630,orthodb
ENSG00000132740,Arabidopsis thaliana,AT5G47010,orthodb
ENSG00000099624,Arabidopsis thaliana,AT5G47030,orthodb
ENSG00000102910,Arabidopsis thaliana,AT5G47040,orthodb
ENSG00000204435.15;ENSG00000206406.9;ENSG00000224398.7;ENSG00000224774.7;ENSG00000228875.8;ENSG00000230700.11;ENSG00000232960.12;ENSG00000258543.8;ENSG00000258589.8;ENSG00000263020,Arabidopsis thaliana,AT5G47080,orthodb
ENSG00000187446,Arabidopsis thaliana,AT5G47100,orthodb
ENSG00000169213,Arabidopsis thaliana,AT5G47200,orthodb
ENSG00000112874,Arabidopsis thaliana,AT5G47240,orthodb
ENSG00000165115,Arabidopsis thaliana,AT5G47820,orthodb
ENSG00000120705,Arabidopsis thaliana,AT5G47880,orthodb
ENSG00000131495,Arabidopsis thaliana,AT5G47890,orthodb
ENSG00000189283,Arabidopsis thaliana,AT5G48545,orthodb
ENSG00000173486,Arabidopsis thaliana,AT5G48580,orthodb
ENSG00000112237,Arabidopsis thaliana,AT5G48630,orthodb
ENSG00000112237,Arabidopsis thaliana,AT5G48640,orthodb
ENSG00000063046,Arabidopsis thaliana,AT5G48650,orthodb
ENSG00000142541,Arabidopsis thaliana,AT5G48760,orthodb
ENSG00000106355,Arabidopsis thaliana,AT5G48870,orthodb
ENSG00000122912,Arabidopsis thaliana,AT5G48970,orthodb
ENSG00000147536,Arabidopsis thaliana,AT5G49010,orthodb
ENSG00000155329,Arabidopsis thaliana,AT5G49400,orthodb
ENSG00000131473,Arabidopsis thaliana,AT5G49460,orthodb
ENSG00000155959,Arabidopsis thaliana,AT5G49510,orthodb
ENSG00000148053,Arabidopsis thaliana,AT5G50000,orthodb
ENSG00000109670,Arabidopsis thaliana,AT5G50120,orthodb
ENSG00000134014,Arabidopsis thaliana,AT5G50320,orthodb
ENSG00000063761,Arabidopsis thaliana,AT5G50330,orthodb
ENSG00000168476,Arabidopsis thaliana,AT5G50720,orthodb
ENSG00000099800,Arabidopsis thaliana,AT5G50810,orthodb
ENSG00000168291,Arabidopsis thaliana,AT5G50850,orthodb
ENSG00000078140,Arabidopsis thaliana,AT5G50870,orthodb
ENSG00000162129,Arabidopsis thaliana,AT5G50920,orthodb
ENSG00000103274,Arabidopsis thaliana,AT5G50960,orthodb
ENSG00000146834,Arabidopsis thaliana,AT5G51130,orthodb
ENSG00000183258,Arabidopsis thaliana,AT5G51280,orthodb
ENSG00000168434,Arabidopsis thaliana,AT5G51430,orthodb
ENSG00000123213,Arabidopsis thaliana,AT5G51540,orthodb
ENSG00000071894.17;ENSG00000285049,Arabidopsis thaliana,AT5G51660,orthodb
ENSG00000110172.12;ENSG00000285023,Arabidopsis thaliana,AT5G51700,orthodb
ENSG00000100142,Arabidopsis thaliana,AT5G51940,orthodb
ENSG00000140263,Arabidopsis thaliana,AT5G51970,orthodb
ENSG00000101246,Arabidopsis thaliana,AT5G52210,orthodb
ENSG00000136628,Arabidopsis thaliana,AT5G52520,orthodb
ENSG00000124614,Arabidopsis thaliana,AT5G52650,orthodb
ENSG00000073536,Arabidopsis thaliana,AT5G52820,orthodb
ENSG00000266826,Arabidopsis thaliana,AT5G53000,orthodb
ENSG00000100034,Arabidopsis thaliana,AT5G53140,orthodb
ENSG00000166855,Arabidopsis thaliana,AT5G53350,orthodb
ENSG00000108424;ENSG00000108424,Arabidopsis thaliana,AT5G53480,orthodb
ENSG00000122958,Arabidopsis thaliana,AT5G53530,orthodb
ENSG00000106006,Arabidopsis thaliana,AT5G53980,orthodb
ENSG00000174606,Arabidopsis thaliana,AT5G54130,orthodb
ENSG00000132275,Arabidopsis thaliana,AT5G54400,orthodb
ENSG00000188529,Arabidopsis thaliana,AT5G54580,orthodb
ENSG00000204197.9;ENSG00000233450.7;ENSG00000237649,Arabidopsis thaliana,AT5G54670,orthodb
ENSG00000016864,Arabidopsis thaliana,AT5G54690,orthodb
ENSG00000054116,Arabidopsis thaliana,AT5G54750,orthodb
ENSG00000114784,Arabidopsis thaliana,AT5G54760,orthodb
ENSG00000114784,Arabidopsis thaliana,AT5G54940,orthodb
ENSG00000110906,Arabidopsis thaliana,AT5G55000,orthodb
ENSG00000183208,Arabidopsis thaliana,AT5G55120,orthodb
ENSG00000124217,Arabidopsis thaliana,AT5G55130,orthodb
ENSG00000132341,Arabidopsis thaliana,AT5G55190,orthodb
ENSG00000120756,Arabidopsis thaliana,AT5G55400,orthodb
