gene_id,symbol,og_id,human_ortholog
AT3G44300,AtNIT2,531173at2759,
AT3G44310,ATNIT1,531173at2759,
AT3G44750,ATHD2A,674432at2759,
AT3G44880,ACD1,4848236at2759,
AT3G44890,RPL9,702647at2759,
AT3G45020,,593627at2759,
AT3G45040,AtDOK1,4906149at2759,ENSG00000134146.12|ENSG00000175283.8|ENSG00000175283.8|ENSG00000134146.12
AT3G45060,ATNRT2.6,748480at2759,
AT3G45590,ATSEN1,766297at2759,
AT3G45640,ATMAPK3,529197at2759,
AT3G45650,AtNPF2.7,627237at2759,ENSG00000110446.12|ENSG00000139370.12|ENSG00000110446.12
AT3G45980,H2B,4685703at2759,
AT3G46040,RPS15AD,742266at2759,
AT3G46060,ARA-3,202605at2759,
AT3G46180,ATUTR5,4838354at2759,ENSG00000121073.15|ENSG00000157593.19|ENSG00000124786.12|ENSG00000157593.19|ENSG00000124786.12|ENSG00000121073.15
AT3G46550,FLA4,2682822at2759,ENSG00000120708.17|ENSG00000120708.17
AT3G46560,AtTIM9,1291290at2759,
AT3G46580,ATMBD5,174575at2759,
AT3G46640,LUX,5006522at2759,
AT3G46670,UGT76E11,686502at2759,
AT3G46830,ATRAB-A2C,35153at2759,
AT3G47370,,696115at2759,ENSG00000008988.11|ENSG00000008988.11
AT3G47470,CAB4,4727740at2759,
AT3G47650,BDS2,214963at2759,
AT3G47810,ATVPS29,129234at2759,ENSG00000111237.19|ENSG00000111237.19
AT3G47833,SDH7,683065at2759,
AT3G47860,CHL,787712at2759,
AT3G47930,ATGLDH,209102at2759,
AT3G47950,AHA4,631683at2759,
AT3G47960,AtNPF2.10,627237at2759,ENSG00000110446.12|ENSG00000139370.12|ENSG00000110446.12
AT3G48040,ARAC8,158179at2759,
AT3G48150,APC8,5001319at2759,ENSG00000094880.11|ENSG00000094880.11
AT3G48160,DEL1,5005935at2759,ENSG00000129173.13|ENSG00000129173.13
AT3G48170,ALDH10A9,5006558at2759,ENSG00000118514.14|ENSG00000128918.15|ENSG00000165092.13|ENSG00000143149.13|ENSG00000111275.13|ENSG00000184254.17|ENSG00000137124.8|ENSG00000112294.14|ENSG00000143149.13|ENSG00000112294.14|ENSG00000118514.14|ENSG00000165092.13|ENSG00000137124.8|ENSG00000111275.13|ENSG00000128918.15|ENSG00000184254.17
AT3G48346,,347841at2759,
AT3G48450,,255552at2759,
AT3G48530,KIN&#947;,5013026at2759,
AT3G48590,ATHAP5A,96884at2759,ENSG00000066136.21
AT3G48670,IDN2,611086at2759,
AT3G48700,ATCXE13,420426at2759,
AT3G48740,AtSWEET11,4750521at2759,
AT3G48750,CDC2,796281at2759,
AT3G48850,MPT2,2445478at2759,ENSG00000075415.15|ENSG00000075415.15
AT3G48870,ATCLPC,3459473at2759,ENSG00000162129.15|ENSG00000173085.15|ENSG00000173085.15|ENSG00000162129.15
AT3G48890,ATMAPR3,681845at2759,
AT3G48900,AtSEND1,5020559at2759,ENSG00000134899.24|ENSG00000270181.3|ENSG00000134899.24
AT3G48930,EMB1080,4981273at2759,ENSG00000142534.7|ENSG00000142534.7
AT3G49010,ATBBC1,4972768at2759,ENSG00000167526.14|ENSG00000167526.14
AT3G49080,RPS9M,5004087at2759,ENSG00000135972.9|ENSG00000135972.9
AT3G49110,ATPCA,640662at2759,
AT3G49250,DMS3,600844at2759,
AT3G49430,At-SR34a,769017at2759,ENSG00000136450.13|ENSG00000111786.10|ENSG00000111786.10|ENSG00000136450.13
AT3G49540,,347543at2759,
AT3G49560,HP30,786040at2759,
AT3G49660,AtWDR5a,743444at2759,ENSG00000007168.14|ENSG00000196981.4|ENSG00000196363.10|ENSG00000196981.4|ENSG00000196363.10|ENSG00000007168.14|ENSG00000007168.14
AT3G49690,ATMYB84,661723at2759,
AT3G49700,ACS9,4840574at2759,
AT3G49760,AtbZIP5,307512at2759,
AT3G49850,ATTRB3,753474at2759,
AT3G49870,ARLA1C,4980760at2759,ENSG00000143862.8|ENSG00000134108.14|ENSG00000143862.8|ENSG00000134108.14
AT3G49880,,468818at2759,
AT3G49910,,788541at2759,
AT3G50260,ATERF#011,666932at2759,
AT3G50360,ATCEN2,2681567at2759,ENSG00000153140.9|ENSG00000249915.9|ENSG00000153140.9|ENSG00000249915.9|ENSG00000249915.9
AT3G50500,SNRK2-2,782650at2759,
AT3G50630,ICK2,334856at2759,
AT3G50670,U1-70K,5004249at2759,ENSG00000104852.15|ENSG00000104852.15
AT3G50970,LTI30,336980at2759,
AT3G51010,,547876at2759,
AT3G51030,ATTRX,4804397at2759,
AT3G51160,GMD2,4981121at2759,
AT3G51240,F3'H,591328at2759,
AT3G51390,AtPAT10,589415at2759,
AT3G51420,ATSSL4,5017809at2759,
AT3G51430,SSL5,5017809at2759,
AT3G51500,,342538at2759,
AT3G51520,AtDGAT2,4778666at2759,ENSG00000106384.12|ENSG00000062282.15|ENSG00000166391.15|ENSG00000204195.4|ENSG00000184210.6|ENSG00000147160.9|ENSG00000124003.13|ENSG00000106384.12|ENSG00000166391.15|ENSG00000062282.15|ENSG00000204195.4|ENSG00000184210.6
AT3G51660,,4999060at2759,
AT3G51780,ATBAG4,5003716at2759,
AT3G51800,ATEBP1,4971003at2759,ENSG00000170515.14|ENSG00000170515.14
AT3G51860,ATCAX3,4841326at2759,
AT3G51910,AT-HSFA7A,541638at2759,
AT3G51960,ATBZIP24,310553at2759,
AT3G51970,ASAT1,329801at2759,
AT3G52060,AtGnTL,160450at2759,
AT3G52090,ATRPB13.6,4803900at2759,ENSG00000228049.8|ENSG00000168255.20;ENSG00000285437.2|ENSG00000228049.8
AT3G52180,ATPTPKIS1,586806at2759,
AT3G52190,AtPHF1,4930848at2759,ENSG00000138073.14|ENSG00000138073.14
AT3G52260,,5019035at2759,
AT3G52300,ATPQ,786181at2759,
AT3G52340,ATSPP2,255945at2759,
AT3G52420,ATOEP7,610089at2759,
AT3G52560,MMZ4,540956at2759,ENSG00000169139.12|ENSG00000244687.13|ENSG00000169139.12
AT3G52880,ATMDAR1,5000668at2759,
AT3G52910,AtGRF4,242098at2759,
AT3G52930,AtFBA8,5001608at2759,
AT3G52940,ELL1,5004317at2759,ENSG00000149809.17|ENSG00000143815.15|ENSG00000143815.15|ENSG00000149809.17
AT3G53020,RPL24,5015401at2759,ENSG00000114391.14|ENSG00000114391.14
AT3G53200,AtMYB27,290744at2759,
AT3G53232,DVL20,266409at2759,
AT3G53310,,315585at2759,
AT3G53420,AtPIP2;1,4819616at2759,
AT3G53430,,5000072at2759,
AT3G53460,CP29,340309at2759,
AT3G53610,ATRAB8,202605at2759,
AT3G53620,AtPPa4,516453at2759,ENSG00000180817.12|ENSG00000138777.20|ENSG00000138777.20|ENSG00000180817.12
AT3G53740,,4970261at2759,ENSG00000130255.13|ENSG00000130255.13
AT3G53780,ATRBL4,751505at2759,
AT3G53870,,4999880at2759,ENSG00000149273.15|ENSG00000149273.15
AT3G53890,EVR1,4992412at2759,ENSG00000171858.18|ENSG00000171858.18
AT3G53900,PYRR,747401at2759,
AT3G53930,,802740at2759,
AT3G53950,,282869at2759,
AT3G53990,AtUSP,746111at2759,
AT3G54110,ATPUMP1,720856at2759,ENSG00000109424.4|ENSG00000175567.11|ENSG00000175564.13|ENSG00000108528.14|ENSG00000183048.12|ENSG00000109424.4|ENSG00000175564.13|ENSG00000175567.11|ENSG00000183048.12|ENSG00000108528.14
AT3G54140,AtNPF8.1,627237at2759,ENSG00000110446.12|ENSG00000139370.12|ENSG00000110446.12
AT3G54180,CDC2B,796281at2759,
AT3G54210,PRPL17,5000406at2759,
AT3G54300,ATVAMP727,741905at2759,
AT3G54320,ASML1,446345at2759,
AT3G54340,AP3,502652at2759,
AT3G54420,ATCHITIV,4777991at2759,
AT3G54480,SKIP5,766086at2759,
AT3G54540,ABCF4,5010211at2759,
AT3G54560,H2A.Z,4999396at2759,ENSG00000105968.19|ENSG00000246705.5|ENSG00000164032.12|ENSG00000184260.6|ENSG00000184270.6|ENSG00000188486.4|ENSG00000164508.6|ENSG00000184270.6|ENSG00000184260.6|ENSG00000164032.12|ENSG00000164508.6|ENSG00000105968.19|ENSG00000246705.5
AT3G54660,ATGR2,4827829at2759,ENSG00000023572.10|ENSG00000104687.14|ENSG00000198431.17;ENSG00000198431.18|ENSG00000091140.15|ENSG00000197763;ENSG00000197763.20|ENSG00000173221.14|ENSG00000184470.21|ENSG00000023572.10|ENSG00000197763.20|ENSG00000173221.14|ENSG00000091140.15|ENSG00000104687.14|ENSG00000198431.18|ENSG00000184470.21
AT3G54760,,672103at2759,
AT3G54820,PIP2;5,4819616at2759,
AT3G54826,ZR3,5005600at2759,ENSG00000213221.5|ENSG00000213221.5
AT3G54850,ATPUB14,642279at2759,
AT3G54860,ATVPS33,4766927at2759,ENSG00000139719.11|ENSG00000139719.11
AT3G54870,ARK1,648573at2759,
AT3G54960,ATPDI1,633605at2759,
AT3G55100,ABCG17,536576at2759,
AT3G55110,ABCG18,536576at2759,
AT3G55120,A11,623697at2759,
AT3G55260,ATHEX2,279793at2759,
AT3G55280,RPL23A2,193825at2759,
AT3G55350,,681019at2759,
AT3G55360,ATTSC13,110070at2759,ENSG00000205678.8|ENSG00000099797.15|ENSG00000205678.8|ENSG00000099797.15
AT3G55410,,4999155at2759,
AT3G55440,ATCTIMC,4837154at2759,ENSG00000111669.15|ENSG00000111669.15
AT3G55460,At-SCL30,4896435at2759,ENSG00000188529.15|ENSG00000164548.12|ENSG00000154548.9|ENSG00000136527.19|ENSG00000188529.15|ENSG00000136527.19|ENSG00000154548.9|ENSG00000164548.12
AT3G55560,AGF2,679493at2759,
AT3G55600,,672303at2759,
AT3G55620,eIF6A,529759at2759,ENSG00000242372.9|ENSG00000242372.9
AT3G55730,AtMYB109,614757at2759,
AT3G55740,ATPROT2,785990at2759,
AT3G55750,,5012821at2759,ENSG00000182899.17
AT3G55920,,5014046at2759,
AT3G55990,ESK1,4841034at2759,ENSG00000127995.17|ENSG00000127995.17
AT3G56090,ATFER3,787593at2759,ENSG00000181867.3|ENSG00000167996.16|ENSG00000181867.3|ENSG00000167996.16
AT3G56130,BADC1,5002928at2759,
AT3G56170,CAN,622602at2759,
AT3G56190,ALPHA-SNAP2,5004125at2759,ENSG00000125814.17|ENSG00000105402.8|ENSG00000105402.8|ENSG00000125814.17
AT3G56240,CCH,694714at2759,
AT3G56380,ARR17,246932at2759,
AT3G56420,,300973at2759,
AT3G56430,,656843at2759,
AT3G56490,HINT1,5014238at2759,ENSG00000169567.13|ENSG00000137133.11|ENSG00000169567.13
AT3G56580,AtRZF1,4935515at2759,ENSG00000198919.13|ENSG00000265491.5|ENSG00000070423.18|ENSG00000265491.5|ENSG00000198919.13|ENSG00000070423.18
AT3G56850,AREB3,319436at2759,
AT3G56940,ACSF,800547at2759,
AT3G56950,SIP2,755047at2759,
AT3G56980,BHLH039,269528at2759,
AT3G57080,DMS12,29202at2759,ENSG00000099817.12|ENSG00000099817.12
AT3G57090,BIGYIN,762085at2759,
AT3G57130,BOP1,79777at2759,
AT3G57280,AtFAX1,752936at2759,
AT3G57290,ATEIF3E-1,3421341at2759,
AT3G57800,,550477at2759,
AT3G57870,AHUS5,742748at2759,ENSG00000103275;ENSG00000103275.21|ENSG00000103275.21
AT3G57880,FTIP3,601051at2759,
AT3G58110,,678801at2759,
AT3G58120,ATBZIP61,92144at2759,
AT3G58160,ATMYOS3,5001857at2759,
AT3G58170,ATBET11,793164at2759,
AT3G58190,ASL16,626260at2759,
AT3G58210,,292659at2759,
AT3G58550,,522883at2759,
AT3G58680,ATMBF1B,4982966at2759,ENSG00000107223.13|ENSG00000107223.13
AT3G58710,ATWRKY69,642597at2759,
AT3G58730,,4554359at2759,ENSG00000100554.12|ENSG00000100601.10|ENSG00000100554.12|ENSG00000100601.10
AT3G58780,AGL1,150826at2759,
AT3G58850,HLH2,694284at2759,
AT3G58970,MGT6,790032at2759,
AT3G58990,IPMI1,741379at2759,
AT3G59030,ATTT12,595333at2759,ENSG00000180638;ENSG00000180638.19|ENSG00000142494.13|ENSG00000142494.13
AT3G59050,ATPAO3,5006293at2759,
AT3G59060,A-PUT2,600787at2759,
AT3G59100,ATGSL11,167919at2759,
AT3G59140,ABCC10,5006073at2759,ENSG00000069431.14|ENSG00000006071.16|ENSG00000108846.16|ENSG00000125257.16|ENSG00000121270.16|ENSG00000140798.17|ENSG00000001626.18|ENSG00000103222;ENSG00000103222.20;ENSG00000278183.4|ENSG00000091262.17;ENSG00000275331.5|ENSG00000023839.12|ENSG00000114770.17|ENSG00000114770.17|ENSG00000001626.18|ENSG00000023839.12|ENSG00000006071.16|ENSG00000069431.14|ENSG00000125257.16|ENSG00000091262.17;ENSG00000275331.5|ENSG00000103222.20;ENSG00000278183.4|ENSG00000140798.17|ENSG00000121270.16|ENSG00000108846.16
AT3G59220,ATPIRIN1,2681510at2759,
AT3G59280,AtPAM16,5015889at2759,ENSG00000217930.8;ENSG00000282228.1
AT3G59350,,717421at2759,
AT3G59360,ATUTR6,807282at2759,
AT3G59410,ATGCN2,543741at2759,
AT3G59480,FRK4,4852307at2759,
AT3G59520,ATRBL12,806727at2759,
AT3G59550,ATRAD21.2,2862994at2759,
AT3G59600,NRPB8B,4747214at2759,ENSG00000163882.10|ENSG00000163882.10
AT3G59650,,4945179at2759,
AT3G59920,ATGDI2,703219at2759,ENSG00000057608.17|ENSG00000203879.12|ENSG00000057608.17|ENSG00000203879.12
AT3G60000,QWRF6,341941at2759,
AT3G60010,ASK13,292905at2759,
AT3G60020,ASK5,273932at2759,
AT3G60080,,80671at2759,
AT3G60220,ATL4,690444at2759,
AT3G60245,,4969051at2759,ENSG00000197756.10|ENSG00000197756.10
AT3G60260,,529437at2759,
AT3G60330,AHA7,631683at2759,
AT3G60360,EDA14,5004118at2759,ENSG00000183520.12|ENSG00000183520.12
AT3G60400,SHOT1,499196at2759,
AT3G60490,ERF35,510765at2759,
AT3G60500,CER7,5001397at2759,ENSG00000123737.13|ENSG00000123737.13
AT3G60670,,178242at2759,
AT3G60730,,541503at2759,
AT3G60750,AtTKL1,5002325at2759,
AT3G60770,,5012425at2759,ENSG00000110700.7|ENSG00000110700.7
AT3G60830,ARP7,2582758at2759,
AT3G60966,,678256at2759,
AT3G61060,AtPP2-A13,181294at2759,
AT3G61110,ARS27A,264111at2759,
AT3G61130,GAUT1,292389at2759,
AT3G61140,AtCSN1,5001642at2759,ENSG00000169727.14|ENSG00000169727.14
AT3G61160,,271124at2759,
AT3G61230,AtPLIM2c,5014239at2759,
AT3G61320,AtVCCN1,446817at2759,
AT3G61430,ATPIP1,4819616at2759,
AT3G61570,GC3,358677at2759,
AT3G61580,AtSLD1,4971798at2759,ENSG00000149485.19|ENSG00000221968.9|ENSG00000134824.14|ENSG00000149485.19|ENSG00000134824.14
AT3G61600,AHT1,222505at2759,
AT3G61640,AGP20,684295at2759,
AT3G61710,ATATG6,4812491at2759,ENSG00000126581.13|ENSG00000196289.7|ENSG00000196289.7|ENSG00000126581.13
AT3G61730,RMF,670267at2759,
AT3G61770,VPS30,92810at2759,
AT3G61860,At-RS31,4943199at2759,ENSG00000153944.12|ENSG00000135097.7|ENSG00000135097.7|ENSG00000153944.12
AT3G61890,ATHB-12,612172at2759,
AT3G62030,CYP20-3,617278at2759,
AT3G62090,PIF6,291071at2759,
AT3G62110,,638084at2759,
AT3G62130,AtLCD,4823611at2759,
AT3G62220,,717421at2759,
AT3G62240,,4977094at2759,ENSG00000167962.15
AT3G62250,UBQ5,5013682at2759,
AT3G62260,,5017799at2759,ENSG00000100034.14|ENSG00000100034.14
AT3G62290,ARFA1E,260370at2759,
AT3G62420,ATBZIP53,656943at2759,
AT3G62560,,807140at2759,
AT3G62600,ATERDJ3B,4898590at2759,
AT3G62680,ATPRP3,319146at2759,
AT3G62720,ATXT1,638186at2759,
AT3G62770,AtATG18a,4805830at2759,
AT3G62810,,793018at2759,
AT3G62870,,534261at2759,ENSG00000148303.17;ENSG00000280858.3|ENSG00000148303.17;ENSG00000280858.3
AT3G62910,APG3,1983103at2759,
AT3G62930,GRXS6,595988at2759,
AT3G62950,GRXC11,595988at2759,
AT3G62960,ROXY8,595988at2759,
AT3G62980,AtTIR1,8345at2759,
AT3G63010,ATGID1B,664997at2759,
AT3G63080,ATGPX5,5004621at2759,ENSG00000116157.6|ENSG00000176153.13|ENSG00000233276.9|ENSG00000211445.13|ENSG00000164294.14|ENSG00000198704.10;ENSG00000281185.1|ENSG00000224586.7;ENSG00000257770.5|ENSG00000167468.20|ENSG00000116157.6|ENSG00000233276.9|ENSG00000164294.14|ENSG00000224586.7;ENSG00000257770.5|ENSG00000198704.10|ENSG00000176153.13|ENSG00000167468.20
AT3G63130,ATRANGAP1,2657637at2759,
AT3G63170,AtFAP1,662158at2759,
AT3G63410,APG1,4999815at2759,
AT4G00030,,5006392at2759,
AT4G00100,ATRPS13A,5012425at2759,ENSG00000110700.7|ENSG00000110700.7
AT4G00150,ATHAM3,672463at2759,
AT4G00360,ATT1,2174516at2759,
AT4G00370,ANTR2,790441at2759,
AT4G00400,AtGPAT8,609129at2759,
AT4G00430,PIP1;4,4819616at2759,
AT4G00460,ATROPGEF3,310803at2759,
AT4G00490,BAM2,5004521at2759,
AT4G00720,ASKTHETA,5002737at2759,
AT4G00810,RPP1.2,4942805at2759,ENSG00000137818.12|ENSG00000137818.12
AT4G01250,AtWRKY22,663580at2759,
AT4G01310,PRPL5,2706502at2759,
AT4G01320,ATSTE24,5000514at2759,ENSG00000084073.10|ENSG00000084073.10
AT4G01420,CBL5,4925035at2759,ENSG00000187446.12|ENSG00000166869.3|ENSG00000187446.12|ENSG00000166869.3
AT4G01500,NGA4,269916at2759,
AT4G01630,ATEXP17,1873865at2759,
AT4G01690,HEMG1,5017580at2759,
AT4G01710,ARPC5,137158at2759,
AT4G01720,AtWRKY47,448209at2759,
AT4G01950,ATGPAT3,501895at2759,
AT4G02020,EZA1,266339at2759,
AT4G02060,MCM7,5000870at2759,ENSG00000166508.18|ENSG00000166508.18
AT4G02080,ASAR1,807140at2759,
AT4G02150,ATIMPALPHA3,57562at2759,ENSG00000025800.14|ENSG00000196911.12|ENSG00000186432.10|ENSG00000185467.8;ENSG00000284068.1|ENSG00000182481;ENSG00000182481.10|ENSG00000102753.10|ENSG00000114030.13|ENSG00000186432.10|ENSG00000114030.13|ENSG00000196911.12|ENSG00000102753.10|ENSG00000182481.10
AT4G02190,,347837at2759,
AT4G02200,,634242at2759,
AT4G02230,,4993771at2759,ENSG00000108298.12|ENSG00000108298.12
AT4G02260,AT-RSH1,544865at2759,ENSG00000184508.12
AT4G02270,RHS13,179952at2759,
AT4G02280,ATSUS3,742765at2759,
AT4G02330,AtPME41,618721at2759,
AT4G02380,AtLEA5,657773at2759,
AT4G02500,ATXT2,638186at2759,
AT4G02520,ATGSTF2,588646at2759,ENSG00000254772.10|ENSG00000254772.10
AT4G02570,ATCUL1,4984893at2759,
AT4G02620,,206819at2759,ENSG00000128524.5
AT4G02640,ATBZIP10,339060at2759,
AT4G02690,AtLFG3,766552at2759,
AT4G02750,,188395at2759,
AT4G02770,PSAD-1,4998889at2759,
AT4G02900,,639098at2759,
AT4G03050,AOP3,319819at2759,
AT4G03090,AtNDX,407308at2759,
AT4G03110,AtBRN1,3124789at2759,ENSG00000159409.15|ENSG00000101489.20|ENSG00000048740.19|ENSG00000149187.19|ENSG00000140488.16|ENSG00000161082.13|ENSG00000159409.15|ENSG00000048740.19|ENSG00000048740.19|ENSG00000149187.19|ENSG00000140488.16|ENSG00000161082.13
AT4G03190,AFB1,263395at2759,
AT4G03240,ATFH,5006262at2759,ENSG00000165060.15;ENSG00000285130.2|ENSG00000165060.15
AT4G03320,AtTic20-IV,275968at2759,
AT4G03330,ATSYP123,639062at2759,
AT4G03520,ATHM2,5003725at2759,
AT4G03620,,316732at2759,
AT4G04330,AtRbcX1,793025at2759,
AT4G04610,APR,638783at2759,
AT4G04830,ATMSRB5,253694at2759,
AT4G05180,PSBQ,226901at2759,
AT4G05220,,677801at2759,
AT4G05400,,670097at2759,
AT4G05590,MPC2L,5012868at2759,ENSG00000143158.11|ENSG00000238205.4|ENSG00000060762.19|ENSG00000060762.19|ENSG00000238205.4
AT4G06634,AtYY1,3784778at2759,ENSG00000100811.15|ENSG00000179059.10|ENSG00000179059.10|ENSG00000100811.15
AT4G06746,DEAR5,666932at2759,
AT4G07960,ATCSLC12,471126at2759,
AT4G08350,GTA02,4813267at2759,ENSG00000196235.14|ENSG00000196235.14
AT4G08570,HIPP24,11040at2759,
AT4G08980,FBW2,144748at2759,
AT4G09000,GF14,783301at2759,ENSG00000175793.12|ENSG00000164924.18|ENSG00000170027.7|ENSG00000166913.13|ENSG00000128245.15|ENSG00000134308.14|ENSG00000108953.17;ENSG00000274474.3|ENSG00000175793.12|ENSG00000134308.14|ENSG00000170027.7|ENSG00000164924.18|ENSG00000108953.17;ENSG00000274474.3|ENSG00000166913.13|ENSG00000128245.15
AT4G09010,APX4,786440at2759,
AT4G09030,AGP10,347590at2759,
AT4G09040,,331522at2759,
AT4G09320,ATNDK1,5013549at2759,
AT4G09460,AtMYB6,447116at2759,
AT4G09550,ATGIP1,792141at2759,ENSG00000204899.6
AT4G09570,ATCPK4,787554at2759,
AT4G09650,ATPD,503725at2759,
AT4G09720,ATRABG3A,2612708at2759,ENSG00000276600.5|ENSG00000115084.15|ENSG00000123595.8|ENSG00000123570.4|ENSG00000075785.14|ENSG00000276600.5|ENSG00000115084.15|ENSG00000075785.14|ENSG00000123595.8
AT4G10090,ELP6,481730at2759,
AT4G10150,,644730at2759,
AT4G10260,FRK4,4852307at2759,
AT4G10350,ANAC070,507637at2759,
AT4G10380,AtNIP5;1,534225at2759,
AT4G10450,,5013221at2759,ENSG00000163682.17|ENSG00000163682.17
AT4G10610,ATRBP37,677980at2759,
AT4G10760,EMB1706,4928602at2759,ENSG00000165819.12|ENSG00000165819.12
AT4G10840,KLCR1,4696056at2759,
AT4G10955,,147918at2759,
AT4G11150,emb2448,191745at2759,ENSG00000250565.7|ENSG00000131100.13|ENSG00000124532.15|ENSG00000250565.7|ENSG00000124532.15|ENSG00000131100.13
AT4G11220,BTI2,635367at2759,
AT4G11260,ATSGT1B,4822322at2759,ENSG00000165416.15|ENSG00000165416.15
AT4G11280,ACS6,4840574at2759,
AT4G11290,,640662at2759,
AT4G11310,AtCP1,274816at2759,
AT4G11650,ATOSM34,655966at2759,
AT4G12130,,5003254at2759,ENSG00000181873.13|ENSG00000181873.13
AT4G12480,EARLI1,339121at2759,
AT4G13170,,669963at2759,ENSG00000142541.18|ENSG00000142541.18|ENSG00000142541.18
AT4G13235,EDA21,126103at2759,
AT4G13395,DVL10,675422at2759,
AT4G13510,AMT1;1,5000066at2759,
AT4G13640,PHL3,412170at2759,
AT4G13770,CYP83A1,4529388at2759,ENSG00000162365.13|ENSG00000142973.15|ENSG00000187048.14|ENSG00000186160.5|ENSG00000186377.8|ENSG00000073067.14|ENSG00000198457.13;ENSG00000231852.9;ENSG00000235134.7|ENSG00000138061.12|ENSG00000100197.23;ENSG00000272000.6;ENSG00000272532.7;ENSG00000275211.4;ENSG00000280905.4;ENSG00000282966.3;ENSG00000283284.3|ENSG00000205702.12;ENSG00000278088.5;ENSG00000283008.2;ENSG00000283008.3|ENSG00000140505.7|ENSG00000140465.15|ENSG00000148795.7|ENSG00000186529.16|ENSG00000171954.13|ENSG00000186115.13|ENSG00000171903.17|ENSG00000186526.13|ENSG00000186204.15|ENSG00000187048.14|ENSG00000186160.5|ENSG00000186377.8|ENSG00000162365.13|ENSG00000138061.12|ENSG00000198457.13;ENSG00000206338.9;ENSG00000231852.9;ENSG00000232414.6;ENSG00000233151.6;ENSG00000235134.7|ENSG00000148795.7|ENSG00000140465.15|ENSG00000140505.7|ENSG00000171903.17|ENSG00000186526.13|ENSG00000186204.15|ENSG00000186115.13|ENSG00000171954.13|ENSG00000186529.16|ENSG00000100197.23;ENSG00000275211.4
AT4G13850,ATGRP2,4943199at2759,ENSG00000153944.12|ENSG00000135097.7|ENSG00000135097.7|ENSG00000153944.12
AT4G13940,ATSAHH1,2746390at2759,ENSG00000168710.18|ENSG00000158467.17|ENSG00000101444.13|ENSG00000168710.18
AT4G14040,EDA38,4227794at2759,ENSG00000143416.21|ENSG00000143416.21
AT4G14130,XTH15,612680at2759,
AT4G14240,,610150at2759,
AT4G14300,AtRNP1,687858at2759,
AT4G14340,CKI1,533331at2759,ENSG00000169118.18|ENSG00000151292.19|ENSG00000213923.13|ENSG00000141551.15|ENSG00000133275.16|ENSG00000151292.19|ENSG00000169118.18|ENSG00000141551.15|ENSG00000213923.13
AT4G14342,,5013339at2759,ENSG00000169976.7|ENSG00000169976.7
AT4G14385,,5003233at2759,ENSG00000163875.16|ENSG00000163875.16
AT4G14455,ATBET12,793164at2759,
AT4G14530,,330419at2759,
AT4G14550,IAA14,648061at2759,
AT4G14600,,749133at2759,
AT4G14640,AtCML8,529085at2759,
AT4G14680,APS3,783299at2759,ENSG00000198682.13|ENSG00000138801.9|ENSG00000138801.9|ENSG00000198682.13
AT4G14880,ATCYS-3A,642100at2759,
AT4G15000,,4916181at2759,ENSG00000131469.15|ENSG00000131469.15
AT4G15093,AtLigB,4990361at2759,
AT4G15210,AT-BETA-AMY,5004521at2759,
AT4G15560,AtCLA1,5002325at2759,
AT4G15670,GRXS7,595988at2759,
AT4G15680,GRXS4,595988at2759,
AT4G15690,GRXS5,595988at2759,
AT4G15750,,289826at2759,
AT4G15910,ATDI21,672030at2759,
AT4G16141,AtGATA17L,310005at2759,
AT4G16160,ATOEP16-2,644034at2759,
AT4G16210,E-COAH-2,638608at2759,ENSG00000198721.13|ENSG00000127884.5|ENSG00000198721.13|ENSG00000127884.5
AT4G16420,ADA2B,4773835at2759,ENSG00000173011.12|ENSG00000276234.5;ENSG00000277104.4|ENSG00000173011.12|ENSG00000276234.5;ENSG00000277104.4
AT4G16440,GOLLUM,534485at2759,ENSG00000103245.14|ENSG00000141562.19|ENSG00000103245.14|ENSG00000141562.19
AT4G16500,AtCYS4,547894at2759,
AT4G16720,,4972212at2759,ENSG00000174748.22|ENSG00000174748.22
AT4G17030,AT-EXPR,113409at2759,
AT4G17040,CLPR4,662340at2759,
AT4G17085,,329401at2759,
AT4G17090,AtBAM3,5004521at2759,
