human_ensembl,Arabidopsis thaliana,Caenorhabditis elegans,Drosophila melanogaster,Mus musculus,Saccharomyces cerevisiae,n_species
ENSG00000185122,,WBGene00002004,FBgn0001222,ENSMUSG00000022556,YGL073W,4
ENSG00000185127,,,,ENSMUSG00000050088,,1
ENSG00000185129,,WBGene00004046,FBgn0022361,ENSMUSG00000043991,,3
ENSG00000185130,,WBGene00001915,,ENSMUSG00000069268,,2
ENSG00000185133,,WBGene00086546,FBgn0034179,ENSMUSG00000034570,,3
ENSG00000185149,,WBGene00009619,,ENSMUSG00000028004,,2
ENSG00000185155,,,,ENSMUSG00000026497,,1
ENSG00000185156,,,FBgn0034093,ENSMUSG00000048329,,2
ENSG00000185158,,,,ENSMUSG00000034239,,1
ENSG00000185163,,WBGene00022792,FBgn0004556,ENSMUSG00000029504,YNR038W,4
ENSG00000185164,,WBGene00015344,FBgn0033482,ENSMUSG00000030835,,3
ENSG00000185176,,WBGene00000178,FBgn0033807,ENSMUSG00000045091,,3
ENSG00000185187,,,,ENSMUSG00000025494,,1
ENSG00000185189,,WBGene00010427,FBgn0027497,ENSMUSG00000075590,,3
ENSG00000185198,,,,ENSMUSG00000020323,,1
ENSG00000185201,,,,ENSMUSG00000060591,,1
ENSG00000185215,,WBGene00017284,FBgn0266671,ENSMUSG00000021281,YIL068C,4
ENSG00000185219,,,,ENSMUSG00000047036,,1
ENSG00000185222,,,,ENSMUSG00000042712,,1
ENSG00000185236,,WBGene00004274,FBgn0015790,ENSMUSG00000077450,YGL210W,4
ENSG00000185238,,,FBgn0038306,ENSMUSG00000030505,,2
ENSG00000185245,,,,ENSMUSG00000050675,,1
ENSG00000185246,,WBGene00017768,FBgn0039600,ENSMUSG00000035597,YDR235W,4
ENSG00000185250,,WBGene00045306,,ENSMUSG00000078451,,2
ENSG00000185252,,,FBgn0038787,,,1
ENSG00000185261,,,,ENSMUSG00000071252,,1
ENSG00000185262,,,,ENSMUSG00000050628,,1
ENSG00000185267,,WBGene00021888,FBgn0027095,ENSMUSG00000039496,,3
ENSG00000185269,,,FBgn0044028,ENSMUSG00000042988,,2
ENSG00000185271,,,,ENSMUSG00000090799,,1
ENSG00000185272,,WBGene00012558,FBgn0031224,ENSMUSG00000032940,,3
ENSG00000185274,,,,ENSMUSG00000034040,,1
ENSG00000185278,,,,ENSMUSG00000043467,,1
ENSG00000185290,,,FBgn0032400,ENSMUSG00000095789,,2
ENSG00000185291,,,,ENSMUSG00000068758,,1
ENSG00000185294,,WBGene00007979,,ENSMUSG00000049506,,2
ENSG00000185294.7;ENSG00000277106.2;ENSG00000278194,AT1G01650,,,,,1
ENSG00000185298,,,FBgn0030851,ENSMUSG00000049957,,2
ENSG00000185303,,,,ENSMUSG00000021789,,1
ENSG00000185304,,WBGene00003795,FBgn0039302,ENSMUSG00000003226,,3
ENSG00000185305,,,,ENSMUSG00000042348,,1
ENSG00000185306,,,,ENSMUSG00000047642,,1
ENSG00000185313,,,FBgn0285944,ENSMUSG00000034533,,2
ENSG00000185324,,,FBgn0013435,ENSMUSG00000033862,,2
ENSG00000185338,,,FBgn0033266,ENSMUSG00000038037,,2
ENSG00000185339,,,FBgn0029708,ENSMUSG00000020432,,2
ENSG00000185340,,,FBgn0029881,ENSMUSG00000034201,,2
ENSG00000185344,,WBGene00006768,FBgn0028671,ENSMUSG00000038023,YMR054W,4
ENSG00000185345,,WBGene00003967,FBgn0041100,ENSMUSG00000023826,,3
ENSG00000185347,,,,ENSMUSG00000037466,,1
ENSG00000185352,,WBGene00002031,FBgn0038755,ENSMUSG00000053465,,3
ENSG00000185359,,WBGene00004101,FBgn0031450,ENSMUSG00000025793,,3
ENSG00000185361,,,FBgn0034894,ENSMUSG00000044469,,2
ENSG00000185379,AT1G07745,WBGene00004342,FBgn0033389,ENSMUSG00000018841,,4
ENSG00000185385,,,,ENSMUSG00000048101,,1
ENSG00000185386,,WBGene00004055,FBgn0015765,ENSMUSG00000053137,YLR113W,4
ENSG00000185404,,,,ENSMUSG00000070031,,1
ENSG00000185414,,WBGene00021021,FBgn0029718,ENSMUSG00000026087,,3
ENSG00000185418,,WBGene00006617,FBgn0027081,ENSMUSG00000030515,YIL078W,4
ENSG00000185420,,WBGene00044070,FBgn0011566,ENSMUSG00000055067,,3
ENSG00000185432,AT1G69520,,,ENSMUSG00000054619,,2
ENSG00000185436,,,,ENSMUSG00000062157,,1
ENSG00000185437,,WBGene00013666,FBgn0035772,ENSMUSG00000040666,,3
ENSG00000185442,,,FBgn0033232,ENSMUSG00000078670,,2
ENSG00000185453,,,,ENSMUSG00000070814,,1
ENSG00000185467,,,FBgn0267727,ENSMUSG00000038770,,2
ENSG00000185475,,,,ENSMUSG00000118346,,1
ENSG00000185477,,,,ENSMUSG00000045441,,1
ENSG00000185479,,,,ENSMUSG00000058354,,1
ENSG00000185480,,,,ENSMUSG00000035365,,1
ENSG00000185482,,,,ENSMUSG00000040287,,1
ENSG00000185483,,WBGene00000289,FBgn0010407,ENSMUSG00000035305,,3
ENSG00000185499,,WBGene00012901,,ENSMUSG00000042784,,2
ENSG00000185504,,,,ENSMUSG00000025384,,1
ENSG00000185507,,,,ENSMUSG00000025498,,1
ENSG00000185513,,,FBgn0002441,ENSMUSG00000035576,,2
ENSG00000185515,,,,ENSMUSG00000031201,,1
ENSG00000185518,,,FBgn0029896,ENSMUSG00000053025,,2
ENSG00000185519,,,,ENSMUSG00000006218,,1
ENSG00000185522,,,,ENSMUSG00000025500,,1
ENSG00000185523,,,,ENSMUSG00000057072,,1
ENSG00000185527,,,,ENSMUSG00000025386,,1
ENSG00000185532,,WBGene00001173,FBgn0000721,ENSMUSG00000052920,,3
ENSG00000185551,,WBGene00006790,FBgn0003651,ENSMUSG00000030551,,3
ENSG00000185559,,,FBgn0261514,ENSMUSG00000040856,,2
ENSG00000185561,,WBGene00013407,,ENSMUSG00000038217,,2
ENSG00000185565,,WBGene00004372,FBgn0000071,ENSMUSG00000061080,,3
ENSG00000185567,,,,ENSMUSG00000118667,,1
ENSG00000185585,,WBGene00000583,,ENSMUSG00000046618,,2
ENSG00000185591,,WBGene00011926,FBgn0039169,ENSMUSG00000001280,,3
ENSG00000185608,,WBGene00018793,FBgn0037892,ENSMUSG00000022706,,3
ENSG00000185610,,,,ENSMUSG00000045608,,1
ENSG00000185614,,,,ENSMUSG00000042106,,1
ENSG00000185615,,WBGene00003962,FBgn0286818,ENSMUSG00000024184,YDR518W,4
ENSG00000185619,,WBGene00008684,FBgn0002283,ENSMUSG00000033623,,3
ENSG00000185621,AT5G42620,WBGene00012796,FBgn0086359,ENSMUSG00000022802,,4
ENSG00000185624,,WBGene00003963,FBgn0286818,ENSMUSG00000025130,YCL043C,4
ENSG00000185627,,WBGene00004465,FBgn0028691,ENSMUSG00000025487,YDR427W,4
ENSG00000185630,,WBGene00000443,FBgn0000611,ENSMUSG00000052534,,3
ENSG00000185633,,,FBgn0052230,ENSMUSG00000040280,,2
ENSG00000185634,,WBGene00018788,FBgn0015296,ENSMUSG00000035109,,3
ENSG00000185640,,,,ENSMUSG00000061397,,1
ENSG00000185650,,WBGene00003388,FBgn0011837,ENSMUSG00000021127,,3
ENSG00000185651,,WBGene00006713,FBgn0026316,ENSMUSG00000038965,,3
ENSG00000185652,,,,ENSMUSG00000049107,,1
ENSG00000185658,,,FBgn0011785,ENSMUSG00000022914,,2
ENSG00000185664,,,,ENSMUSG00000025359,,1
ENSG00000185666,,WBGene00004913,FBgn0004575,ENSMUSG00000059602,,3
ENSG00000185668,,WBGene00000431,FBgn0086680,ENSMUSG00000090125,,3
ENSG00000185669,,,FBgn0003448,ENSMUSG00000006587,,2
ENSG00000185670,,,,ENSMUSG00000071661,,1
ENSG00000185674,,,,ENSMUSG00000061584,,1
ENSG00000185681,,,FBgn0036014,ENSMUSG00000026894,,2
ENSG00000185686,,,,ENSMUSG00000072813,,1
ENSG00000185697,,,FBgn0002914,ENSMUSG00000025912,,2
ENSG00000185716,,,FBgn0036922,ENSMUSG00000046096,,2
ENSG00000185721,,WBGene00012126,FBgn0010339,ENSMUSG00000020457,YAL036C,4
ENSG00000185722,,WBGene00009064,FBgn0039955,ENSMUSG00000020790,,3
ENSG00000185728,,,FBgn0039261,ENSMUSG00000047213,YDR374C,3
ENSG00000185730,,,FBgn0033569,,,1
ENSG00000185736,,WBGene00000080,FBgn0026086,ENSMUSG00000052551,,3
ENSG00000185737,,,,ENSMUSG00000041014,,1
ENSG00000185739,,,FBgn0038181,ENSMUSG00000022519,,2
ENSG00000185742,,,,ENSMUSG00000078307,,1
ENSG00000185745,,,,ENSMUSG00000079339,,1
ENSG00000185753,,,,ENSMUSG00000044148,,1
ENSG00000185760,,WBGene00002233,FBgn0033494,ENSMUSG00000028033,,3
ENSG00000185761,,,,ENSMUSG00000043822,,1
ENSG00000185774,,WBGene00015867,FBgn0265595,ENSMUSG00000029088,,3
ENSG00000185775,,,,ENSMUSG00000056223,,1
ENSG00000185787,,WBGene00003406,FBgn0027378,ENSMUSG00000062270,YPR023C,4
ENSG00000185792,,,,ENSMUSG00000054102,,1
ENSG00000185798,,,,ENSMUSG00000022787,,1
ENSG00000185800,,WBGene00007428,FBgn0039451,ENSMUSG00000030410,,3
ENSG00000185803,,WBGene00044637,FBgn0039882,ENSMUSG00000022560,,3
ENSG00000185808,AT2G39445,WBGene00303002,FBgn0039405,ENSMUSG00000022940,YDR437W,5
ENSG00000185811,,WBGene00019960,,ENSMUSG00000018654,,2
ENSG00000185813,,WBGene00021352,FBgn0032482,ENSMUSG00000025137,YGR007W,4
ENSG00000185818,,,FBgn0037731,ENSMUSG00000048142,,2
ENSG00000185825,,WBGene00021883,FBgn0035165,ENSMUSG00000002015,YDL072C,4
ENSG00000185829,,,,ENSMUSG00000062421,,1
ENSG00000185838,,WBGene00015670,FBgn0033653,ENSMUSG00000000884,,3
ENSG00000185842,,,,ENSMUSG00000047369,,1
ENSG00000185860,,,,ENSMUSG00000070532,,1
ENSG00000185862,,,,ENSMUSG00000093938,,1
ENSG00000185873,,,,ENSMUSG00000035861,,1
ENSG00000185875,,,,ENSMUSG00000048550,YCR053W,2
ENSG00000185880,,,,ENSMUSG00000033368,,1
ENSG00000185883,,WBGene00006910,FBgn0262736,ENSMUSG00000024121,YEL027W,4
ENSG00000185885,,,,ENSMUSG00000025491,,1
ENSG00000185896,,WBGene00015471,FBgn0032949,ENSMUSG00000031447,,3
ENSG00000185897,,,,ENSMUSG00000019429,,1
ENSG00000185899,,,,ENSMUSG00000056203,,1
ENSG00000185900,,,,ENSMUSG00000037251,,1
ENSG00000185905,,,,ENSMUSG00000045165,,1
ENSG00000185909,,,,ENSMUSG00000032609,,1
ENSG00000185915,,,FBgn0031119,ENSMUSG00000047485,,2
ENSG00000185917,,WBGene00022371,FBgn0053230,ENSMUSG00000022948,YHL039W,4
ENSG00000185920,,WBGene00004208,FBgn0003892,ENSMUSG00000021466,,3
ENSG00000185924,,,,ENSMUSG00000045287,,1
ENSG00000185933,,WBGene00016626,,ENSMUSG00000079258,,2
ENSG00000185940,,,,ENSMUSG00000073785,,1
ENSG00000185942,,WBGene00011760,FBgn0085442,ENSMUSG00000055761,,3
ENSG00000185946,,,FBgn0265184,ENSMUSG00000027981,,2
ENSG00000185947,,,,ENSMUSG00000033883,,1
ENSG00000185950,,,FBgn0024248,ENSMUSG00000038894,,2
ENSG00000185958,,,,ENSMUSG00000045350,,1
ENSG00000185960,,,FBgn0085396,,,1
ENSG00000185963,,WBGene00016611,FBgn0000183,ENSMUSG00000037933,,3
ENSG00000185972,,,,ENSMUSG00000070999,,1
ENSG00000185973,,WBGene00001523,FBgn0038795,"",YHL021C,4
ENSG00000185974,,WBGene00001708,FBgn0261988,ENSMUSG00000031450,,3
ENSG00000185985,,,,ENSMUSG00000036790,,1
ENSG00000185988,,,,ENSMUSG00000035486,,1
ENSG00000185989,,WBGene00001515,FBgn0004390,ENSMUSG00000031453,YKL092C,4
ENSG00000186001,,,FBgn0032633,ENSMUSG00000022801,,2
ENSG00000186007,,WBGene00001309,,ENSMUSG00000079330,,2
ENSG00000186009,,WBGene00007646,FBgn0053310,ENSMUSG00000031449,,3
ENSG00000186010,,WBGene00016393,FBgn0029868,ENSMUSG00000036199,,3
ENSG00000186017,,,FBgn0024975,ENSMUSG00000078768,,2
ENSG00000186020,,,FBgn0024975,,,1
ENSG00000186026,,,FBgn0000289,,,1
ENSG00000186047,,,,ENSMUSG00000048281,,1
ENSG00000186051,,,FBgn0011276,ENSMUSG00000028417,,2
ENSG00000186063,,,,ENSMUSG00000042901,,1
ENSG00000186073,,,FBgn0036536,ENSMUSG00000040282,,2
ENSG00000186081,,,,ENSMUSG00000061527,,1
ENSG00000186088,,,FBgn0010309,ENSMUSG00000039934,,2
ENSG00000186094,,WBGene00017136,FBgn0051019,ENSMUSG00000061298,,3
ENSG00000186103,,WBGene00000457,FBgn0004102,ENSMUSG00000021848,,3
ENSG00000186104,,WBGene00016092,FBgn0010383,ENSMUSG00000030670,,3
ENSG00000186105,,,FBgn0023095,,,1
ENSG00000186106,,,,ENSMUSG00000048307,,1
ENSG00000186111,,WBGene00004087,FBgn0034789,ENSMUSG00000034902,YDR208W,4
ENSG00000186115,,,FBgn0036778,ENSMUSG00000024292,YDR402C,3
ENSG00000186118,,,,ENSMUSG00000044556,,1
ENSG00000186130,,,,ENSMUSG00000066798,,1
ENSG00000186132,,,,ENSMUSG00000026388,YKR074W,2
ENSG00000186136,,,,ENSMUSG00000057699,,1
ENSG00000186141,,WBGene00016750,FBgn0038057,ENSMUSG00000028099,YPR190C,4
ENSG00000186150,,,FBgn0038571,ENSMUSG00000055891,YOL111C,3
ENSG00000186153,,WBGene00000971,FBgn0031972,ENSMUSG00000004637,,3
ENSG00000186160,,,FBgn0036778,ENSMUSG00000047155,,2
ENSG00000186166,,,,ENSMUSG00000043923,,1
ENSG00000186174,,,,ENSMUSG00000063382,,1
ENSG00000186184,,WBGene00010230,FBgn0086447,ENSMUSG00000029642,YNL113W,4
ENSG00000186185,,,FBgn0004379,ENSMUSG00000051378,YGL216W,3
ENSG00000186187,,WBGene00022115,FBgn0029911,ENSMUSG00000033545,,3
ENSG00000186188,,,,ENSMUSG00000054200,,1
ENSG00000186191,,WBGene00020563,,ENSMUSG00000074665,,2
ENSG00000186193,,WBGene00020134,FBgn0035057,ENSMUSG00000026955,,3
ENSG00000186197,,,,ENSMUSG00000095105,,1
ENSG00000186198,,,,ENSMUSG00000053862,,1
ENSG00000186204,,,FBgn0036778,ENSMUSG00000024292,YDR402C,3
ENSG00000186205,,WBGene00009049,FBgn0033451,ENSMUSG00000026621,,3
ENSG00000186212,,,FBgn0036302,ENSMUSG00000045314,,2
ENSG00000186222,,,FBgn0036105,ENSMUSG00000060708,,2
ENSG00000186230,,,FBgn0024975,,,1
ENSG00000186231,,,FBgn0031119,ENSMUSG00000040387,,2
ENSG00000186260,,,FBgn0052296,ENSMUSG00000009569,,2
ENSG00000186265,,,,ENSMUSG00000052013,,1
ENSG00000186272,,,FBgn0038787,,,1
ENSG00000186280,,WBGene00012982,FBgn0033233,ENSMUSG00000053914,YDR096W,4
ENSG00000186281,,WBGene00017261,FBgn0027579,ENSMUSG00000046338,,3
ENSG00000186283,,WBGene00003870,FBgn0025615,ENSMUSG00000060519,,3
ENSG00000186288,,WBGene00003902,FBgn0265297,,YOR319W,3
ENSG00000186297,,WBGene00008551,FBgn0001134,ENSMUSG00000055078,,3
ENSG00000186298,,WBGene00001748,FBgn0004103,ENSMUSG00000004455,YER133W,4
ENSG00000186300,,,FBgn0024975,,,1
ENSG00000186310,,WBGene00017075,FBgn0040345,ENSMUSG00000055733,YKR048C,4
ENSG00000186314,,,,ENSMUSG00000056671,YLR168C,2
ENSG00000186318,,,,ENSMUSG00000032086,,1
ENSG00000186326,,,FBgn0031302,ENSMUSG00000056043,,2
ENSG00000186334,,WBGene00012804,FBgn0032036,ENSMUSG00000049491,,3
ENSG00000186335,AT3G11900,WBGene00012804,FBgn0032036,ENSMUSG00000020264,YNL101W,5
ENSG00000186340,,,FBgn0031850,ENSMUSG00000023885,,2
ENSG00000186350,,,FBgn0003964,ENSMUSG00000015846,,2
ENSG00000186352,,,,ENSMUSG00000050914,,1
ENSG00000186364,,,,ENSMUSG00000028100,,1
ENSG00000186367,,,,ENSMUSG00000050875,,1
ENSG00000186369,,,,ENSMUSG00000071265,,1
ENSG00000186377,,WBGene00021412,FBgn0034053,ENSMUSG00000047155,,3
ENSG00000186395,,,,ENSMUSG00000019761,,1
ENSG00000186399,,WBGene00018017,FBgn0034697,ENSMUSG00000002546,,3
ENSG00000186407,,,,ENSMUSG00000048498,,1
ENSG00000186409,,,,ENSMUSG00000028637,,1
ENSG00000186416,,WBGene00011034,FBgn0051301,ENSMUSG00000044149,,3
ENSG00000186417,,WBGene00000583,FBgn0030887,ENSMUSG00000046167,,3
ENSG00000186432,,WBGene00002074,FBgn0027338,ENSMUSG00000027782,,3
ENSG00000186439,,,,ENSMUSG00000019787,,1
ENSG00000186442,,,,ENSMUSG00000075402,,1
ENSG00000186446,,WBGene00018740,FBgn0037584,,,2
ENSG00000186448,,WBGene00021931,FBgn0020309,ENSMUSG00000063488,,3
ENSG00000186452,,,,ENSMUSG00000045631,,1
ENSG00000186453,,,,ENSMUSG00000079177,,1
ENSG00000186462,,WBGene00017075,FBgn0040345,ENSMUSG00000082229,YKR048C,4
ENSG00000186468,AT3G09680,WBGene00004492,FBgn0033912,ENSMUSG00000049517,YPR132W,5
ENSG00000186469,,WBGene00001681,FBgn0004921,ENSMUSG00000043004,,3
ENSG00000186471,,,,ENSMUSG00000036551,,1
ENSG00000186472,,WBGene00018468,,ENSMUSG00000061601,,2
ENSG00000186474,,,FBgn0038479,ENSMUSG00000044430,,2
ENSG00000186479,,,FBgn0031302,ENSMUSG00000021719,,2
ENSG00000186480,,,,ENSMUSG00000045294,YHR133C,2
ENSG00000186487,,,FBgn0263772,ENSMUSG00000061911,,2
ENSG00000186501,,WBGene00019221,FBgn0032000,ENSMUSG00000028857,,3
ENSG00000186510,,WBGene00000530,FBgn0051116,ENSMUSG00000006216,,3
ENSG00000186517,,,FBgn0032821,ENSMUSG00000048865,,2
ENSG00000186522,,WBGene00006795,FBgn0026361,ENSMUSG00000019917,YCR002C,4
ENSG00000186523,,WBGene00011144,FBgn0031003,ENSMUSG00000022544,YJR129C,4
ENSG00000186529,,,FBgn0031925,ENSMUSG00000003484,,2
ENSG00000186532,,,FBgn0033427,ENSMUSG00000018809,,2
ENSG00000186564,,,FBgn0004896,ENSMUSG00000055210,,2
ENSG00000186566,,,,ENSMUSG00000034621,,1
ENSG00000186567,,,,ENSMUSG00000049848,,1
ENSG00000186575,,WBGene00003593,FBgn0086384,ENSMUSG00000009073,,3
ENSG00000186577,,,,ENSMUSG00000062753,,1
ENSG00000186583,,,,ENSMUSG00000049653,,1
ENSG00000186591,AT2G46030,WBGene00006705,FBgn0029996,ENSMUSG00000039159,YEL012W,5
ENSG00000186603,AT1G06570,WBGene00016294,,ENSMUSG00000043155,,3
ENSG00000186625,,WBGene00003183,FBgn0040208,ENSMUSG00000019794,,3
ENSG00000186628,,,,ENSMUSG00000038663,,1
ENSG00000186635,,WBGene00017760,FBgn0030808,ENSMUSG00000032812,,3
ENSG00000186638,,WBGene00002219,FBgn0030268,ENSMUSG00000028438,,3
ENSG00000186642,,WBGene00011146,,ENSMUSG00000110195,,2
ENSG00000186645,,,,ENSMUSG00000039296,,1
ENSG00000186648,,WBGene00010641,FBgn0033212,ENSMUSG00000022211,,3
ENSG00000186652,,,,ENSMUSG00000027073,,1
ENSG00000186654,,,,ENSMUSG00000036106,,1
ENSG00000186660,,,,ENSMUSG00000024695,,1
ENSG00000186665,,,,ENSMUSG00000078607,,1
ENSG00000186666,,,FBgn0035537,ENSMUSG00000037525,,2
ENSG00000186675,,,FBgn0037481,ENSMUSG00000031224,YDR288W,3
ENSG00000186684,,WBGene00000375,FBgn0037817,,,2
ENSG00000186687,,,FBgn0083986,ENSMUSG00000020268,,2
ENSG00000186710,,,FBgn0032769,ENSMUSG00000094282,,2
ENSG00000186714,,,,ENSMUSG00000045106,,1
ENSG00000186715,,,,ENSMUSG00000032591,,1
ENSG00000186716,,,FBgn0025836,ENSMUSG00000009681,,2
ENSG00000186732,,WBGene00011579,FBgn0036028,ENSMUSG00000041708,,3
ENSG00000186765,,,FBgn0003447,ENSMUSG00000025380,,2
ENSG00000186767,,,,ENSMUSG00000071722,,1
ENSG00000186777,,,FBgn0028878,ENSMUSG00000051034,,2
ENSG00000186787,,,,ENSMUSG00000095770,,1
ENSG00000186790,,,,ENSMUSG00000044518,,1
ENSG00000186792,,WBGene00011923,,ENSMUSG00000036091,,2
ENSG00000186806,,,,ENSMUSG00000070604,,1
ENSG00000186810,,,,ENSMUSG00000050232,,1
ENSG00000186812,,,,ENSMUSG00000024276,,1
ENSG00000186814,,,,ENSMUSG00000024274,,1
ENSG00000186815,,,,ENSMUSG00000032741,,1
ENSG00000186827,,,,ENSMUSG00000029075,,1
ENSG00000186832,,,,ENSMUSG00000053797,,1
ENSG00000186834,,,FBgn0038251,ENSMUSG00000048878,,2
ENSG00000186838,,,,ENSMUSG00000046750,,1
ENSG00000186847,,,,ENSMUSG00000045545,,1
ENSG00000186854,,WBGene00007351,,,,1
ENSG00000186862,,,FBgn0264006,ENSMUSG00000074818,,2
ENSG00000186866,,WBGene00010757,FBgn0027791,ENSMUSG00000020260,,3
ENSG00000186867,,,,ENSMUSG00000058400,,1
ENSG00000186868,,WBGene00004212,,ENSMUSG00000018411,,2
ENSG00000186871,,,,ENSMUSG00000051220,,1
ENSG00000186889,,WBGene00022733,,ENSMUSG00000049904,,2
ENSG00000186891,,,,ENSMUSG00000041954,,1
ENSG00000186895,,WBGene00002881,,ENSMUSG00000031074,,2
ENSG00000186897,,,,ENSMUSG00000001076,,1
ENSG00000186907,,,,ENSMUSG00000050896,,1
ENSG00000186908,,WBGene00019257,FBgn0259824,ENSMUSG00000035798,YDR264C,4
ENSG00000186910,,,FBgn0031973,ENSMUSG00000063232,,2
ENSG00000186912,,,,ENSMUSG00000044359,,1
ENSG00000186918,,,FBgn0267336,ENSMUSG00000034522,,2
ENSG00000186951,,WBGene00003601,,ENSMUSG00000022383,,2
ENSG00000186952,,,,ENSMUSG00000045036,,1
ENSG00000186973,,,,ENSMUSG00000049154,,1
ENSG00000186976,,,,ENSMUSG00000022441,,1
ENSG00000186977,,,,ENSMUSG00000096534,,1
ENSG00000186994,,WBGene00006882,FBgn0027596,ENSMUSG00000042099,,3
ENSG00000186998,,,,ENSMUSG00000034164,,1
ENSG00000187010,,WBGene00004358,FBgn0028699,ENSMUSG00000028825,,3
ENSG00000187017,,WBGene00012319,FBgn0262111,ENSMUSG00000028943,,3
ENSG00000187024,,,,ENSMUSG00000053746,YHR189W,2
ENSG00000187037,,,,ENSMUSG00000053101,,1
ENSG00000187045,,,,ENSMUSG00000016942,,1
ENSG00000187048,,,FBgn0036778,ENSMUSG00000028712,,2
ENSG00000187049,,WBGene00194710,FBgn0037614,ENSMUSG00000024667,,3
ENSG00000187051,,,,ENSMUSG00000051518,,1
ENSG00000187054,,,,ENSMUSG00000072845,,1
ENSG00000187066,,,,ENSMUSG00000047733,,1
ENSG00000187068,,,,ENSMUSG00000043391,,1
ENSG00000187079,,WBGene00001208,FBgn0003345,ENSMUSG00000055320,YBR083W,4
ENSG00000187080,,,,ENSMUSG00000064044,,1
ENSG00000187091,,WBGene00004039,,ENSMUSG00000010660,YPL268W,3
ENSG00000187094,,,,ENSMUSG00000032532,,1
ENSG00000187097,,WBGene00010697,FBgn0024947,ENSMUSG00000021236,YEL042W,4
ENSG00000187098,,WBGene00020930,FBgn0263112,ENSMUSG00000035158,,3
ENSG00000187105,,,,ENSMUSG00000090843,,1
ENSG00000187109,AT3G13782,WBGene00017075,FBgn0015268,ENSMUSG00000058799,YKR048C,5
ENSG00000187116,,,,ENSMUSG00000070873,,1
ENSG00000187118,,WBGene00017159,FBgn0032595,ENSMUSG00000039163,,3
ENSG00000187122,,WBGene00004854,FBgn0264089,ENSMUSG00000025020,,3
ENSG00000187123,,,,ENSMUSG00000050447,,1
ENSG00000187134,,WBGene00015307,FBgn0036183,ENSMUSG00000054757,YOR120W,4
ENSG00000187135,,,,ENSMUSG00000039257,,1
ENSG00000187140,,WBGene00006853,FBgn0004896,ENSMUSG00000067261,,3
ENSG00000187144,,,,ENSMUSG00000045004,,1
ENSG00000187147,,,FBgn0039013,ENSMUSG00000028677,,2
ENSG00000187164,,,FBgn0053111,ENSMUSG00000041362,,2
ENSG00000187166,,,,ENSMUSG00000048077,,1
ENSG00000187186,,,,ENSMUSG00000078747,,1
ENSG00000187187,,WBGene00021931,FBgn0038787,ENSMUSG00000078779,,3
ENSG00000187189,,WBGene00005007,FBgn0014879,ENSMUSG00000039485,YNL246W,4
ENSG00000187193,,,,ENSMUSG00000031765,,1
ENSG00000187210,,WBGene00001641,,ENSMUSG00000038843,,2
ENSG00000187231,,WBGene00010111,FBgn0035308,ENSMUSG00000042272,,3
ENSG00000187239,,WBGene00017298,FBgn0035533,ENSMUSG00000075415,YHR114W,4
ENSG00000187240,,WBGene00000485,FBgn0023096,ENSMUSG00000047193,,3
ENSG00000187242,,,,ENSMUSG00000020912,,1
ENSG00000187243,,,FBgn0037481,,,1
ENSG00000187244,,,,ENSMUSG00000002980,,1
ENSG00000187257,,WBGene00001080,FBgn0032717,ENSMUSG00000039968,,3
ENSG00000187258,,,FBgn0039396,ENSMUSG00000043659,,2
ENSG00000187260,,,,ENSMUSG00000055235,,1
ENSG00000187266,,,,ENSMUSG00000006235,,1
ENSG00000187268,,,,ENSMUSG00000058328,,1
ENSG00000187288,,,FBgn0024732,ENSMUSG00000030278,,2
ENSG00000187323,,WBGene00006776,FBgn0011592,ENSMUSG00000060534,,3
ENSG00000187325,,WBGene00006391,FBgn0000617,ENSMUSG00000047242,YMR236W,4
ENSG00000187372,,,,ENSMUSG00000047910,,1
ENSG00000187391,,WBGene00010444,FBgn0034590,ENSMUSG00000040003,,3
ENSG00000187398,,,,ENSMUSG00000063297,,1
ENSG00000187416,,WBGene00009155,FBgn0262624,ENSMUSG00000106379,,3
ENSG00000187446,AT1G64480,WBGene00014109,FBgn0037358,ENSMUSG00000014077,,4
ENSG00000187474,,,,ENSMUSG00000071275,,1
ENSG00000187475,,WBGene00001855,FBgn0053834,ENSMUSG00000036211,,3
ENSG00000187479,,,,ENSMUSG00000087006,,1
ENSG00000187486,,WBGene00002149,FBgn0039081,ENSMUSG00000096146,,3
ENSG00000187492,,,,ENSMUSG00000032595,,1
ENSG00000187498,,WBGene00001263,FBgn0016075,ENSMUSG00000031502,,3
ENSG00000187510,,WBGene00022391,,,,1
ENSG00000187513,,,,ENSMUSG00000050234,,1
ENSG00000187514,,,,ENSMUSG00000026238,,1
ENSG00000187516,,,,ENSMUSG00000040456,,1
ENSG00000187522,,,FBgn0035878,ENSMUSG00000109865,YHR064C,3
ENSG00000187527,,WBGene00019493,FBgn0052000,ENSMUSG00000048939,YOR291W,4
ENSG00000187531,,WBGene00004803,FBgn0039631,ENSMUSG00000025138,,3
ENSG00000187535,,WBGene00000490,FBgn0260933,ENSMUSG00000024169,,3
ENSG00000187546,,WBGene00007210,,ENSMUSG00000050103,,2
ENSG00000187550,,WBGene00015293,FBgn0034137,ENSMUSG00000030433,,3
ENSG00000187553,,,,ENSMUSG00000062432,,1
ENSG00000187554,,,FBgn0036978,ENSMUSG00000079164,,2
ENSG00000187555,,WBGene00010406,FBgn0030366,ENSMUSG00000022710,YMR304W,4
